source,target
210935,232345
232345,185876
606536,422646
422646,599696
599696,725738
2370409,316621
262149,1218089
1218089,90123
90123,220912
220912,211020
211020,123747
123747,405426
405426,58372
58372,58317
58317,892332
892332,58294
58294,27677
27677,91784
91784,54782
54782,44140
44140,259953
44140,44160
259953,67888
259953,381924
259953,506232
1080112,272933
272933,574394
574394,1901012
1901012,739542
739542,1566998
1566998,2561957
2561957,603831
603831,443573
443573,345708
345708,56811
56811,1246629
1246629,147695
147695,81166
81166,421988
421988,331014
331014,165507
331014,30008
331014,378914
165507,715950
715950,453311
453311,635231
635231,1096428
1096428,195804
195804,582173
582173,2335804
2335804,58897
58897,56621
56621,834710
834710,556125
556125,564627
564627,792325
792325,1225970
1225970,293189
293189,483463
483463,390683
27613,507873
507873,281949
281949,54096
54096,92712
92712,37336
37336,145203
145203,1226174
1226174,1256411
1464430,900835
900835,894477
335170,1017965
1017965,217830
217830,1438987
1438987,1570582
1570582,364546
231012,132648
132648,459671
459671,276778
276778,1008303
1008303,286288
286288,1546735
1546735,59870
59870,2390585
89703,285544
1376072,1469764
847368,748824
748824,1435033
1435033,22183
22183,1262071
1262071,86714
86714,414438
414438,834704
834704,106378
106378,310102
1595000,18868
78859,96205
96205,1273709
1273709,1014705
1014705,22182
22182,113975
113975,214598
214598,330234
330234,953625
953625,37509
37509,337470
148065,366438
366438,733307
733307,52270
52270,346113
346113,116916
116916,149542
149542,808686
808686,759647
759647,54754
54754,966858
966858,1381876
1381876,303752
44160,381924
94643,462773
94643,469845
94643,565585
659568,1381778
1381778,862560
928089,1570639
1570639,705996
705996,760898
1070302,936605
936605,165196
165196,486981
486981,50872
50872,20466
20466,64042
640452,166197
166197,26645
166197,220402
166197,15023
166197,16200
26645,102499
102499,1582288
1582288,10677
10677,36365
10677,25818
10677,1127338
10677,17313
10677,63176
10677,750149
10677,40788
10677,53486
10677,11112
10677,150392
10677,54591
10677,23911
36365,260236
260236,167388
260236,422825
260236,22787
1088373,42783
1088373,992976
1088373,10024
42783,84898
84898,32140
84898,1391842
84898,717710
84898,992976
84898,21273
84898,44442
84898,1297633
84898,37083
84898,36253
84898,1086611
84898,87881
84898,27119
84898,86804
84898,584321
84898,622669
32140,992976
992976,992976
992976,86479
992976,36076
992976,422825
992976,63176
992976,28457
992976,152880
992976,70354
992976,10344
992976,9625
992976,10341
992976,39823
992976,956665
992976,70280
992976,1136304
992976,1065260
992976,10024
992976,74202
992976,999649
992976,1008313
152880,55449
152880,45548
152880,18449
152880,662586
36076,104960
104960,422825
104960,10024
104960,104802
104960,187850
63176,125844
63176,941989
63176,10003
107225,170040
170040,1364814
1364814,55485
1364814,1419367
1364814,1132468
1364814,9822
1364814,519284
1364814,26709
1364814,1477996
1364814,1478203
44705,879598
44705,891427
44705,266218
879598,89485
10191,10193
28457,34954
34954,1320020
34954,292646
1320020,369919
1320020,603934
1320020,1320020
1320020,705172
1320020,292646
369919,603934
369919,705172
125844,956665
125844,808848
125844,187850
25818,15198
25818,38204
1127338,17313
566246,33770
10344,41989
10344,147859
10344,139612
41989,10377
10377,10555
10377,10387
10377,147780
10377,1346195
10377,24813
10377,952740
10377,397046
10377,567080
10377,21261
10377,10332
10377,115954
10377,23753
10377,352194
10377,32289
10377,23911
10377,27884
10555,37083
10555,10383
10555,17209
37083,10024
37083,725873
37083,717710
37083,217545
37083,662586
37083,20908
37083,709917
37083,983188
37083,190139
37083,864008
37083,978255
37083,807499
37083,11088
37083,166816
37083,304063
10024,1085662
10024,74202
10024,1176905
10024,21273
10024,127406
10024,16133
10024,281142
10024,304063
10024,142298
104802,70280
104802,55449
104802,999649
854358,255599
854358,628515
70280,26522
70280,935489
70280,1065260
55449,89964
55449,15037
55449,636398
33770,65487
9625,9623
9625,226229
9625,78799
9625,13370
9625,1582936
9625,807499
9625,718987
9625,27981
9625,126241
9623,9623
9623,48239
9623,281142
9623,21295
9623,16152
9623,633032
48239,147859
139612,74104
74104,10341
10341,10798
10341,534595
10341,1008313
10341,187850
10341,517425
10341,21295
956665,1058681
956665,537362
26522,21197
21197,53896
53896,1092619
53896,68766
53896,106905
53896,16947
53896,243417
1092619,1136304
1136304,35873
1136304,32708
1136304,1096681
1136304,52720
808848,17212
125583,191196
191196,935489
45548,11450
18449,65487
18449,328467
18449,72721
17428,662586
17428,1176905
537362,382725
537362,1008313
382725,915936
382725,1391842
382725,1589472
915936,662586
1058681,129236
1008313,15267
187850,325807
18126,458146
458146,490887
490887,906408
906408,84240
34041,1008183
34041,1452430
34041,508834
34041,252863
1452430,1573488
1573488,97009
97009,22535
97009,25634
97009,9510
97009,671812
97009,92535
22535,22535
22535,20501
22535,570354
22535,293641
22535,164031
22535,18568
22535,184256
22535,143228
22535,14697
22535,20345
22535,92535
22535,1602955
22535,25071
22535,220155
22535,143669
570354,293641
293641,1464402
293641,127465
293641,54637
293641,660174
293641,41716
293641,109826
293641,42124
293641,214111
293641,88066
293641,147717
293641,9456
293641,13031
293641,41937
293641,18568
293641,18452
293641,12824
293641,492127
293641,4415326
293641,31324
293641,342164
293641,22199
293641,13452
293641,26324
293641,9510
293641,18268
293641,197731
293641,13690
293641,15255
293641,70822
293641,91999
293641,11352
293641,871889
293641,16238
293641,341730
293641,21192
293641,33485
293641,19267
293641,25634
293641,687088
293641,93562
293641,22086
293641,670790
293641,676159
293641,671931
293641,293641
293641,48979
293641,274192
293641,37156
164031,96921
18568,18268
18568,31324
18568,174857
18568,13069
18568,13087
18568,10757
18568,162522
18568,4019380
18568,9510
18568,18568
18568,519988
18568,13690
18568,15255
18568,40332
18568,41937
18568,16358
18568,10743
18568,233008
18568,26650
18568,9251
18568,1020712
18568,16455
18568,17208
18568,34491
18568,9335
18568,69370
184256,15255
184256,96921
184256,30758
184256,233389
96921,25576
96921,11365
25576,39603
39603,92540
92540,110541
92540,15255
92540,22865
92540,2127508
92540,14225
92540,553154
92540,428037
92540,342642
110541,41752
41752,9267
41752,99077
41752,147717
41752,998534
41752,380427
41752,10669
41752,671276
41752,9246
41752,31928
41752,46448
9267,11365
9267,26097
9267,538205
9267,164726
9267,549159
9267,10682
11365,15255
11365,143228
11365,947670
11365,5679271
11365,19684
11365,88356
11365,749750
15255,9453
15255,1431555
15255,226248
15255,9242
15255,98262
15255,37156
15255,43933
143228,1482995
143228,3682803
143228,32563
14697,9326
9326,20345
9326,9244
9326,9318
9326,671351
9326,17829
9326,713129
9326,9222
9326,9228
9326,9326
9326,672401
20345,5679271
20345,5152007
20345,233389
20345,75008
20345,25510
20345,320869
20345,1016138
20345,40331
20345,25932
20345,1258459
20345,2833318
20345,11013
20345,374314
92535,1199166
92535,26333
92535,34491
92535,27281
92535,10676
92535,120362
92535,449274
92535,13069
92535,17004
92535,56314
92535,58178
92535,220372
92535,10305
59824,14190
14190,1236894
14190,11888
14190,610775
14190,14189
14190,14190
14190,19016
10577,9232
10577,9456
10577,17600
10577,22086
10577,415137
10577,13299
10577,132945
10577,85830
9232,9234
9232,25155
9232,23797
9232,1131412
9232,46867
9234,9235
9234,9233
9234,9236
9235,9233
9235,9236
9235,9237
9233,9237
9233,57955
9233,713028
9237,9236
9237,57955
788233,1328318
788233,537349
788233,492127
1328318,13299
13299,9246
13299,672328
13299,38239
13299,37571
13299,1603322
13299,12802
13299,887099
13299,88356
13299,24847
13299,9249
13299,691885
13299,17673
13299,163896
13299,15653
13299,44424
13299,213306
20456,537349
20456,73680
20456,202653
20456,20918
20456,480648
20456,929046
20456,692344
20456,9229
20456,26938
20456,681220
20456,17549
20456,317159
20456,9220
537349,11405
11405,20290
11405,9260
11405,188353
11405,1588517
11405,10669
11405,126637
11405,683318
492127,564792
492127,16238
492127,686136
492127,50573
492127,72752
492127,9222
492127,9247
9371,9433
9371,10740
9371,32337
9371,72721
9371,11490
9371,17829
9371,9945
9371,269349
9371,4238502
9371,749750
9371,11086
9371,11438
9371,17831
9371,42986
9371,9066
9371,9453
9371,671459
9371,11457
46556,445783
46556,672185
46556,163896
46556,13069
46556,433972
46556,4603403
46556,1498407
149640,12043
12043,12043
12043,592536
12043,136196
12043,14242
12043,30998
12043,54765
12043,262500
12043,18800
12043,10671
592536,9430
9430,1502186
9430,62626
9430,60706
9430,168481
9430,9529
9430,621260
9430,44071
9430,1297518
9430,43638
9430,9453
9227,9228
9227,18686
9227,9316
9227,9493
9227,28541
9227,14700
9227,19684
9227,14189
9227,18452
9227,9618
9227,717850
9227,9337
9227,112752
9262,22448
9262,564125
9262,30758
9262,18565
9262,18800
9262,14948
9262,12242
689835,1563693
14044,9299
14044,57955
14044,148251
14044,9370
14044,15638
14044,43511
14044,1060929
43638,41716
43638,13729
43638,9316
43638,1484901
43638,1274277
43638,9411
43638,170396
43638,564792
43638,12905
4888138,73680
192704,33509
192704,62836
192704,397330
192704,53491
192704,59187
192704,25172
33509,86709
86709,62836
397330,1374493
397330,37563
397330,23445
397330,59187
1374493,27884
1374493,61498
1374493,53491
27884,61498
27884,17216
27884,567080
27884,63205
27884,320983
27884,27174
27884,128937
27884,32233
27884,42112
27884,1570867
37563,23445
25172,24385
25172,32600
17417,201965
17417,298816
17417,287443
17417,17165
17417,279776
17417,19267
17417,118366
17417,21875
17417,38228
17417,10283
17417,150676
164424,24785
164424,475260
164424,440653
24785,27824
24785,12579
3010334,39610
3010334,36243
3010334,54960
39610,123529
39610,681876
39610,206363
39610,1042143
123529,114086
114086,347561
114086,42004
114086,468694
347561,679483
347561,1042143
347561,42525
347561,533458
347561,319827
347561,1324128
347561,35725
347561,555819
347561,156127
347561,743599
679483,5202836
5202836,681876
5202836,1020682
5202836,80177
681876,4763543
681876,4000282
681876,3731972
681876,2215781
681876,526289
681876,25298
681876,468694
681876,95235
4763543,181912
181912,946587
181912,26428
181912,42584
181912,616034
181912,533458
181912,31251
181912,12567
181912,17424
181912,467055
181912,125019
946587,26428
946587,139931
946587,1805152
946587,826115
946587,54960
946587,435082
26428,93590
26428,139625
26428,101367
26428,213937
26428,1134387
26428,80177
26428,210744
26428,1433446
26428,241629
26428,36796
93590,22801
22801,42584
22801,125378
22801,616034
22801,435082
42584,468694
42584,3731972
42584,20444
42584,403326
468694,1224567
468694,435082
468694,125019
468694,2215781
468694,54960
468694,27707
468694,77405
468694,616034
468694,975867
468694,139625
468694,35725
468694,194829
468694,206363
1224567,4000492
1224567,54960
1224567,94442
1224567,95235
4000492,4000282
20444,435082
20444,255159
20444,153031
20444,764088
20444,37578
20444,20446
20444,94462
435082,77086
435082,25298
435082,62801
435082,292417
435082,18924
435082,139625
435082,1388819
435082,45683
435082,403326
435082,9002
435082,39995
435082,47863
435082,171239
435082,533458
435082,66508
435082,36243
435082,554107
435082,435082
435082,54960
435082,505734
435082,42471
435082,308351
435082,125019
435082,462138
77086,3515212
77086,23250
77086,38120
77086,40510
77086,156127
3515212,415541
415541,1315111
415541,12840
25298,35725
25298,655612
25298,206363
25298,139625
35725,36243
35725,1805152
35725,27707
35725,39674
35725,9210
35725,50528
35725,566202
36243,146692
36243,171239
36243,20943
36243,49115
36243,27707
36243,1548858
36243,655612
36243,20443
54960,42525
54960,1538315
54960,42004
54960,62801
54960,616034
54960,826115
54960,125019
54960,67826
54960,210744
94442,23250
38120,446901
446901,2655570
2655570,31230
31230,95235
31230,139625
31230,347851
31230,26357
31230,617413
31230,61632
31230,67826
95235,2586448
2586448,230149
230149,22678
22678,2579045
2579045,125019
125019,18924
125019,1548858
125019,62801
125019,125019
526289,139931
27707,403326
27707,255760
27707,1128586
403326,139625
139625,1548858
139625,1337167
139625,75841
139625,1231827
139625,39674
139625,20943
139625,47863
139625,62876
139625,467221
1548858,17945
17945,18924
18924,206363
18924,462122
18924,171239
206363,292417
206363,49115
206363,31251
206363,1388819
1538315,266381
266381,616034
266381,65695
266381,218759
616034,224156
616034,975867
224156,26384
224156,655612
26384,655612
462122,62801
462122,462138
462122,893914
292417,1337167
292417,208404
75841,81199
81199,286522
286522,533458
533458,39674
39674,9002
39674,125378
39674,42004
39674,1302352
9210,146692
9210,170250
171239,210744
171239,298940
1388819,45683
45683,9002
9002,210258
9002,210744
319827,1324128
1324128,1324105
1324105,66508
66508,39995
1231827,826115
1231827,22351
1231827,50528
826115,554107
826115,20943
42004,62876
20943,22351
1302352,20443
20443,115566
20443,20446
50528,101367
50528,347851
213937,77405
555819,17424
17424,31833
17424,35749
17424,119178
17424,42471
31833,566202
505734,35749
119178,12567
12567,102787
12567,92382
308351,194829
467221,467055
893914,517507
893914,559307
893914,91521
517507,559307
517507,588025
517507,354280
517507,91521
559307,94803
559307,588025
91521,12840
91521,1274397
91521,138443
617203,1315111
12840,1552180
12840,31707
1552180,588025
354280,74164
74164,31707
74164,145847
74164,23275
74164,1519118
74164,1205844
74164,1456983
74164,291021
74164,873811
74164,26106
74164,104013
74164,234295
74164,188188
74164,74164
74164,61632
31707,23524
31707,1488550
31707,389115
1274397,94803
138443,589700
589700,489677
489677,980301
980301,949221
949221,301151
301151,470990
470990,696569
696569,889968
889968,895997
895997,313713
313713,503162
503162,115749
115749,12100
115749,10257
115749,115749
115749,628175
115749,305182
115749,165939
115749,15990
115749,9319
115749,11319
115749,731182
115749,32300
115749,30040
115749,197158
115749,144109
12100,24802
24802,28499
28499,22762
28499,40119
28499,544340
22762,40119
544340,31586
544340,848385
544340,964786
31586,79267
79267,331579
331579,687813
687813,214304
214304,10257
628175,144772
144772,1496920
1496920,305182
305182,9323
305182,218436
165939,559688
559688,14972
14972,9321
9321,9319
9319,50610
9319,11319
50610,15990
11319,14264
11319,10190
11319,44579
11319,9758
11319,23985
14264,652541
652541,14128
14128,22590
14128,37938
14128,10190
14128,23524
14128,11072
14128,12074
14128,516373
14128,9789
14128,16310
14128,108071
14128,22831
14128,130586
14128,170250
14128,12802
14128,10894
14128,398243
14128,28565
14128,10036
14128,1155986
14128,313065
14128,299501
14128,63526
14128,23275
14128,10891
14128,22566
22590,993025
22590,1464625
22590,9304
993025,20754
20754,28307
20754,73574
28307,38469
38469,10284
10284,73574
10284,35111
73574,16310
73574,20903
16310,395846
16310,1016269
16310,20903
16310,10283
395846,25200
25200,65209
65209,17045
17045,25391
17045,25619
17045,11131
25391,982196
982196,38528
982196,1338084
982196,35129
38528,827418
827418,20903
20903,10302
20903,10290
20903,1102050
10302,35111
10302,486803
35111,10283
10283,73782
10283,35129
10283,398243
10283,30820
10283,10093
73782,35129
73782,10280
35129,148161
35129,10290
148161,38613
38613,73767
73767,35085
73767,10276
73767,9920
35085,284126
284126,10280
284126,10277
10280,10276
10276,9920
10276,10277
9920,10277
9920,10290
10277,1161747
1161747,10272
10272,16413
10272,10290
10272,34827
10272,453331
10272,22566
16413,10290
16413,10093
10290,623441
10290,158393
10290,11132
10290,11342
10290,30820
10290,10054
623441,529823
529823,89365
89365,396539
396539,13641
13641,175031
175031,1358621
1358621,1195235
1195235,737679
737679,531056
531056,44795
44795,46463
44795,153888
46463,1272042
46463,46488
1272042,1200549
1200549,1000447
1200549,153888
46488,1343890
1343890,330300
330300,558803
558803,558823
558823,15313
15313,960075
960075,397712
397712,37938
10190,67662
10190,111905
10190,231928
10190,83290
10190,14709
10190,10190
10190,9310
10190,1217896
10190,1200548
10190,23372
10190,1430668
10190,252863
10190,31081
10190,431308
10190,33472
10190,229407
10190,141506
10190,64921
10190,381642
10190,68701
731182,51787
51787,32300
30040,30031
30031,336494
336494,13615
13615,1026034
1026034,724776
724776,993935
993935,610071
610071,9323
218436,402221
402221,848385
964786,44579
44579,711282
44579,999721
67662,557278
557278,87462
87462,111905
231928,831100
831100,138545
138545,924491
924491,556265
556265,434424
434424,872737
872737,908323
908323,10624
10624,31009
31009,197158
144109,917261
917261,711282
999721,790808
790808,582024
582024,1077720
1077720,23890
23890,467268
467268,678284
678284,107523
107523,759991
759991,22629
22629,26276
26276,21786
26276,13215
26276,994202
26276,226436
26276,187719
26276,132138
26276,57821
26276,47330
26276,40362
21786,21778
21778,133634
133634,21992
133634,39101
39101,105214
105214,36084
36084,131403
131403,9247
9247,9465
9247,9246
9247,9248
9247,9253
9247,269349
9247,164783
9247,9254
9247,671812
9247,701133
9247,671242
9247,686064
9247,17833
9247,11438
9247,17208
9247,10614
9247,719226
9247,686072
9247,42986
9247,9340
9247,425312
1545684,78751
78751,11848
78751,947685
78751,27278
327028,285517
285517,11835
285517,328270
11835,48524
11835,11875
48524,48518
48524,48748
34620,5140915
34620,829581
34620,24385
34620,102662
34620,1000920
5140915,890684
5140915,56616
5140915,443569
5140915,21557
5140915,81072
890684,13156
18205,69370
18205,88356
18205,1199166
18205,1258459
18205,3614370
18205,621260
18205,17831
18205,1277360
18205,18400
18205,39514
18205,24166
18205,191936
69370,57955
69370,20063
69370,2311738
69370,120951
33485,72721
33485,76547
72721,199957
72721,37916
72721,24104
72721,717105
72721,874485
72721,21222
199957,236623
236623,9451
9451,220498
9451,274165
9451,19061
9451,9335
9451,28193
9451,17831
9451,91192
9451,9228
9451,15647
9451,15653
220498,635815
635815,58411
58411,236755
58411,9243
58411,9251
58411,4995246
58411,51489
58411,18268
68771,26106
68771,683318
26106,13995
26106,25567
26106,12958
26106,71442
26106,106570
26106,194944
26106,692233
26106,23055
26106,13559
26106,261214
26106,664529
26106,140132
26106,228579
26106,78953
26106,129355
26106,22696
26106,437583
26106,309386
26106,278118
26106,64265
26106,447960
26106,469221
26106,462745
26106,387961
26106,433769
26106,249107
26106,153910
26106,105108
26106,104162
26106,15357
26106,298997
26106,241805
26106,14788
26106,110804
26106,26106
26106,262425
26106,129409
13995,12381
12381,13862
13862,23524
23524,3414146
23524,1562313
23524,28193
23524,72526
23524,188304
23524,215410
23524,133063
23524,48106
23524,162344
11072,258245
11072,202288
11072,49135
11072,258236
11072,39492
11072,11342
11072,258249
11072,24319
11072,171346
258245,10140
10140,202288
206155,399703
101267,10204
101267,19469
663659,508834
508834,1563041
508834,132384
508834,508834
508834,243592
508834,274066
508834,39513
508834,12485
1563041,814035
10204,147571
147571,612390
125669,427754
427754,132384
243592,1523662
1523662,24859
1523662,21076
1523662,10139
24859,11582
11582,54231
407349,122530
122530,750149
22833,23373
22833,168182
22833,929946
22833,36466
22833,522861
22833,944664
22833,145361
22833,34251
23373,285220
23373,63820
23373,995609
23373,66171
285220,593831
593831,63434
63434,531965
531965,63820
531965,1288066
63820,60210
60210,990534
990534,990534
990534,412182
412182,264510
264510,1288066
995609,465321
465321,22659
22659,18655
18655,1372639
18655,149216
18655,88376
1372639,911782
1372639,41236
1372639,92893
911782,23615
23615,41236
92893,1103647
54888,323968
54888,58795
54888,49790
323968,1433726
1433726,11834
11834,1471386
11834,67760
11834,11834
11834,75799
11834,956514
11834,939077
11834,12633
11834,226986
11834,772122
11834,11838
1471386,13022
13022,832965
13022,266831
13022,34251
13022,104489
832965,461139
832965,1194468
832965,11832
461139,156025
156025,527937
527937,786595
786595,956514
956514,422508
956514,67942
39670,1171692
39670,13594
39670,178405
1171692,891124
891124,25323
25323,27278
25323,27953
25323,24963
27278,501390
27278,195026
27278,112800
27278,92085
27278,80884
27278,48494
27278,512753
27278,418235
27278,283724
27278,83203
27278,1426785
27278,358270
27278,599767
501390,328270
11875,19207
11875,1240642
11875,1365206
11875,492151
11875,214978
11875,32881
11875,501252
19207,19208
19208,1202937
1202937,24391
24391,19209
19209,19617
19209,1495266
19209,168268
19617,19617
19617,1495266
168268,1441166
1441166,46579
46579,538065
538065,104462
104462,697094
104462,321012
104462,35846
104462,101330
104462,214767
697094,122085
122085,52393
122085,259466
122085,12947
52393,321012
52393,239785
52393,220064
52393,112800
321012,63622
321012,358270
35846,39438
35846,148006
35846,23570
35846,156762
35846,119186
39438,220402
15023,111559
15023,18368
15023,128937
15023,41612
15023,24400
15023,23427
15023,24158
15023,42746
15023,17375
15023,47932
15023,17686
16200,82851
16200,83715
16200,38112
82851,17384
17384,336941
17384,17402
17384,13215
336941,70243
70243,47918
47918,147726
47918,49616
47918,57764
147726,259466
259466,220064
259466,54061
259466,58496
259466,112800
259466,202069
220064,307870
220064,65864
220064,42524
220064,12871
307870,65864
42524,54061
54061,12871
54061,335166
58496,239785
58496,13116
58496,28593
58496,12505
335166,195026
195026,36035
195026,749094
52245,157926
52245,109714
52245,215848
148006,28125
148006,404831
148006,433668
23570,202069
12947,30763
30763,864095
30763,304251
30763,455421
30763,72253
30763,524941
30763,26265
30763,26904
30763,72293
30763,458589
864095,26904
26904,35812
26904,60595
26904,20585
26904,26265
26904,30595
26904,674884
26904,1132614
26904,304251
26904,55140
26904,766650
26904,731956
26904,26904
26904,30600
26904,651352
26904,11333
26904,33035
26904,48789
26904,123080
26904,115666
35812,1214560
35812,663957
35812,119619
1214560,4425307
4425307,28439
28439,137805
137805,60595
20585,144390
144390,1096944
1096944,9943
9943,463884
9943,9996
9943,133477
463884,29069
29069,138992
29069,304251
29069,674884
29069,615225
29069,603926
29069,12793
29069,506986
29069,34000
29069,26265
138992,664053
664053,663944
663944,94178
94178,663957
94178,30595
663957,395072
119619,663817
663817,119534
119534,2190455
2190455,132612
132612,35031
35031,253826
35031,222509
35031,155626
35031,65484
35031,341811
35031,1194481
35031,293034
35031,102117
35031,26265
35031,506986
35031,116574
35031,304251
35031,437476
35031,35031
35031,29181
35031,502859
35031,34000
253826,33035
33035,222509
33035,26265
33035,686483
33035,433950
155626,45915
45915,452100
452100,26265
26265,1373244
26265,1132614
26265,1213052
26265,1207958
26265,26265
26265,544084
26265,395072
26265,962690
26265,319211
26265,458589
26265,756842
26265,701155
26265,674884
26265,651352
26265,274277
26265,12793
26265,354153
26265,32334
26265,115666
26265,120541
26265,479630
26265,72293
30595,1373244
30595,71189
30595,228528
30595,469525
30595,588927
1132614,1351910
1351910,30976
30976,166249
166249,71189
674884,30600
674884,731956
674884,644623
30600,575132
30600,469525
575132,1307528
1307528,1303779
1303779,1287616
1287616,1287616
1287616,616607
616607,1265801
1265801,61132
61132,61132
61132,65484
341811,1213052
1207958,293034
293034,1194481
293034,102117
304251,544084
228528,506986
506986,123080
506986,32334
506986,502859
116574,156688
116574,602801
156688,988560
988560,60529
60529,32334
60529,455421
60529,914838
32334,41376
32334,893576
32334,437476
32334,39425
41376,971496
41376,33456
41376,831414
41376,588927
41376,577839
971496,965466
965466,9642
9642,962690
319211,764786
764786,360814
360814,458589
458589,26539
914838,360791
360791,912405
912405,72253
72253,395658
72253,313968
524941,904532
904532,602801
602801,893576
602801,33456
33456,603926
33456,55140
831414,807317
807317,603926
603926,21504
766650,756842
469525,701155
469525,433950
686483,644623
433950,628128
433950,21504
628128,627563
627563,510994
510994,164343
164343,621497
621497,187886
187886,615225
577839,354421
354421,354153
354153,26705
354153,502859
26705,123080
123080,29181
39425,544028
544028,48789
48789,48789
502859,395658
313968,274277
120541,479630
26539,1134811
26539,290814
26539,26539
26539,652133
26539,560009
26539,640086
26539,1524401
26539,26341
26539,366433
26539,2329326
26539,3030125
26539,1557630
26539,26218
26539,1151001
26539,352981
26539,1934674
26539,47823
26539,677118
26539,1548230
26539,64453
26539,1490317
26539,1408000
26539,115989
26539,281521
26539,390037
26539,378006
26539,319708
26539,1075002
26539,632231
26539,43618
26539,898943
26539,21547
26539,18843
26539,264254
26539,855576
26539,786099
26539,764804
26539,739013
26539,731048
26539,717033
26539,710200
26539,579944
26539,688459
26539,467637
26539,21255
26539,595004
26539,582738
26539,346073
26539,377003
26539,492876
26539,464296
26539,26415
26539,97944
26539,331742
26539,27581
26539,68723
26539,252059
26539,237120
26539,25748
26539,157748
26539,151427
26539,26758
26539,16229
26539,109052
26539,26637
26539,20172
26539,53306
26539,28326
26539,43510
26539,45258
26539,16755
26539,27170
26539,32599
26539,332096
26539,27794
652133,560009
652133,319708
652133,677118
560009,230675
26341,346073
26341,764804
26341,319708
26341,1548230
26341,366433
26341,352981
26341,972528
26341,632231
26341,26341
26341,898943
26341,25748
26341,20172
26341,26415
26341,26218
346073,366433
346073,97944
366433,28326
366433,1514178
366433,764804
2329326,3030125
26218,18839
1151001,2500515
2500515,135241
135241,230675
230675,43618
230675,764804
764804,30190
764804,757275
30190,352981
352981,28326
352981,1075002
352981,1332571
319708,47823
319708,237120
47823,115989
47823,252059
677118,252059
677118,237120
28326,492876
28326,766531
972528,1514178
64453,264254
64453,855576
64453,582738
252059,1399149
1399149,1075002
1332571,1408000
115989,1315217
115989,595004
1315217,18843
18843,281521
18843,21547
18843,26758
18843,25748
18843,20172
390037,14045
14045,492876
14045,902526
14045,488078
14045,332014
14045,422801
766531,378006
757275,739013
710200,579944
21255,25748
97944,25748
27581,68723
27581,27794
27581,25748
25748,157748
25748,151427
25748,26758
25748,171881
25748,20172
25748,25748
25748,60592
25748,18842
25748,53306
25748,109052
25748,16229
25748,45258
25748,32584
25748,27170
25748,332096
25748,5391493
151427,16229
26758,138817
16229,16755
138817,20172
20172,53306
20172,109052
20172,18842
60592,60592
60592,18842
18842,18841
109052,109052
18839,18841
5391493,18686
18686,12549
18686,106756
18686,157214
18686,9789
18686,10059
18686,9490
18686,17600
60706,9432
60706,10674
60706,96815
60706,11384
60706,17621
60706,55614
9432,52594
52594,9265
9265,33560
33560,13719
33560,18800
13719,13075
13719,9246
18800,126199
18800,11086
18800,14948
126199,125347
126199,9252
126199,22907
126199,12824
125347,10059
10059,72272
10059,1504429
10059,1475004
10059,874485
10059,24986
10059,17600
10059,13738
10059,657091
10059,1570801
9266,9228
9266,9254
9266,50782
9266,12540
9266,18565
9266,628391
9266,40965
9266,41377
9266,19505
9266,24783
9266,15654
9266,37156
9266,331619
9228,9229
106756,11013
106756,5478273
106756,5476454
106756,88356
106756,83127
11013,419767
11013,9242
11013,9240
11013,623626
11013,14737
11013,67283
11013,174423
11013,740305
11013,918297
11013,871297
419767,17173
17173,1106232
17173,14453
17173,52044
17173,149210
17173,95231
1106232,1144178
1144178,1153780
1153780,712517
712517,458382
458382,19599
19599,15750
15750,27315
27315,25071
27315,683318
25071,10674
10674,9335
10674,14948
10674,9257
96815,153064
153064,676554
676554,1069241
1069241,1069241
1069241,11921
11921,9456
11921,659706
11921,9252
11921,258450
9456,34491
11384,17621
11384,29132
11384,427696
11384,866466
11384,739875
11384,24208
11384,231331
11384,49246
11384,9453
9529,238679
9529,10669
9529,18268
9529,13339
9529,427696
9529,169927
238679,16495
621260,659706
621260,679951
621260,197305
659706,88356
659706,26097
22907,64464
64464,183534
64464,564792
64464,4019380
64464,11086
183534,44071
183534,33940
183534,37425
183534,1276445
183534,12763
29132,847498
847498,409761
409761,409761
409761,894520
894520,17094
17094,790306
17094,18890
17094,19646
17094,395369
17094,11806
17094,820430
17094,17094
17094,17890
790306,37826
790306,17890
790306,243740
37826,18890
19646,19653
19653,19657
19657,17992
17992,395369
11806,19878
19878,825963
825963,820430
243740,16230
16230,192219
192219,83132
83132,728938
83132,808384
83132,808714
728938,728905
728905,902526
17600,12344
17600,595303
17600,60932
17600,38112
17600,697616
17600,20063
17600,56314
12344,672473
12344,13682
12344,15624
12344,15606
12344,26333
12344,9407
12344,17831
12344,200282
12344,445783
12344,806977
12344,13472
12344,553206
12344,1553567
12344,687473
12344,24046
12344,918297
672473,715052
672473,702615
9246,671862
9246,671279
9246,687000
9246,681993
9246,694404
9246,662608
9246,650049
9246,9221
9246,9248
9246,693942
9246,15595
9246,9510
9246,9246
9246,313304
9246,9335
9246,672533
9246,671777
9246,85830
9246,694184
9246,17249
9246,163896
9246,11358
9246,10305
9246,157773
9246,9256
9246,17831
9246,710238
9246,9460
9246,9222
672328,719023
672328,671812
672328,718353
672328,346303
672328,36352
672328,672328
672328,9222
672328,715052
672328,672266
672328,50685
709919,9254
50782,9462
9462,712502
9462,28283
9462,9337
9462,9462
9462,687000
712502,5348781
671862,28283
28283,13087
28283,22682
28283,9338
28283,19267
28283,39473
28283,9282
